gamename,pop,ip,agent,qtd,cluster,client_id
fra-hon,riomp,191.177.94.246,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9124
cam-bra_cro-mex,spomp,186.216.206.19,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,9125
bel-alg,spomp,177.132.130.210,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9126
ger-por,spomp,177.106.160.176,2aefe6a4a5b36b50c601c7faae293ebcc1633a52,2,3,9127
ita-cri,spomp,177.3.254.228,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9128
ira-nig,riomp,187.40.107.108,e8d8fd74209cf056a34f1a1986f87bc12cde919a,3,3,9129
bra-cro,spomp,187.111.172.166,894af19d7638770229799ae0b5cb49e0cc462309,4,3,9130
sui-fra,spomp,177.71.65.210,cb060b016d74291d044195769b0b72a6e3fe94d3,3,3,9131
bel-alg,spomp,187.0.231.68,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9132
spa-hol,riomp,177.98.104.197,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9133
ira-nig,spomp,177.0.159.176,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9134
jap-gre,spomp,201.13.39.35,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9135
spa-chi,riomp,187.39.8.125,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9136
spa-chi,spomp,201.24.119.202,6179d9eb08e3093f2f81ca10728a7efffb2f61ac,2,3,9137
spa-chi,riomp,177.57.228.231,edd71802b12c7171623f7c88c0093d8887e42f21,1,2,9138
spa-chi,spomp,187.72.193.53,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9139
ira-nig,riomp,177.70.191.10,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9140
sui-fra,riomp,179.215.200.229,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9141
spa-hol,riomp,189.124.134.74,a9660bb0ff694424cb86b10498a28bebfb050c73,2,3,9142
rus-sko,riomp,186.223.136.99,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9143
mex-cam,riomp,201.62.45.148,fab9f24abe77803693daf89f51444d6396acccd4,2,3,9144
bra-cro,spomp,189.32.89.148,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,9145
mex-cam,riomp,200.238.83.49,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,2,3,9146
ger-por,riomp,189.3.205.189,09eddba4d3c6edb19fb93854255cb64fba47394a,1,2,9147
ger-por,riomp,187.66.64.157,1688905d6b7437cd5c01be0f30d0e90ddfacd5f8,1,7,9148
ger-por,spomp,177.76.114.23,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9149
bra-col,spomp,177.62.98.76,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9150
ale-arg,spomp,189.68.230.23,72e119ab509aedb17a35d93e33c76a1d29abefbe,1,2,9151
aus-spa_hol-chi,spomp,177.139.242.239,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9152
bra-cro,riomp,177.34.128.11,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9153
ira-nig,riomp,177.135.249.151,453fe46bc3e43edb1191ad8ba82e5f58e3d84b64,5,6,9154
arg-sui,riomp,177.82.179.193,c0236d31153b6421284a662ed5ad11fb2d50db0f,1,2,9155
usa-por,spomp,201.69.70.237,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,1,2,9156
aus-hol,spomp,186.204.239.81,770c58ba6850417a0a94f183149f17134e9ebd10,1,1,9157
uru-cri,spomp,177.0.29.168,38603bb00d1ec09f77f331dc60e73ffc723ef276,1,1,9158
spa-chi,riomp,177.17.37.127,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9159
rus-sko,riomp,177.142.182.233,09eddba4d3c6edb19fb93854255cb64fba47394a,1,2,9160
ger-gha,riomp,191.247.231.146,eb858457429df1ce55093e5616a70b4c96c1b279,3,2,9161
ger-por,spomp,187.52.172.136,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9162
rus-sko,riomp,179.178.91.143,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9163
sui-fra,riomp,187.104.94.67,d5eb088783cef9ac353695c6997160f802cbb84f,2,2,9164
usa-por,spomp,200.96.21.9,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9165
mex-cam,riomp,177.42.118.136,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,9166
aus-hol,riomp,179.211.234.123,bcecac675ccbda64625a8b3147c12ef17c003c11,4,2,9167
mex-cam,riomp,187.33.239.14,ae673b88a9a85c89f8e86d122fb0cae345e89777,1,2,9168
ger-gha,spomp,187.57.63.48,219460d9be7caff720d11a53a01f58926d706c0c,1,7,9169
nig-arg_bos-ira,riomp,187.39.164.192,7152592bfba74946b3b461b2847c762a13c9b610,1,2,9170
cri-ing_ita-uru,riomp,201.59.159.126,aafe0677a0af2b8327f1c808d43a40544fe06d32,2,2,9171
sui-fra,spomp,187.57.51.96,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9172
uru-cri,spomp,201.33.45.181,e8d8fd74209cf056a34f1a1986f87bc12cde919a,1,7,9173
sui-fra,spomp,179.111.198.72,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9174
aus-hol,spomp,186.235.222.11,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,9175
fra-hon,spomp,177.1.108.83,a9660bb0ff694424cb86b10498a28bebfb050c73,2,3,9176
arg-bos,riomp,177.192.38.191,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,1,9177
ger-por,spomp,189.41.241.196,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,5,9178
ita-cri,spomp,187.5.20.37,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,5,3,9179
bel-alg,spomp,177.53.71.89,fb4ba1bf9db184b8d649db73a24c5d98571d7d8d,2,3,9180
spa-chi,spomp,177.96.15.136,55efde50856b21f45aa4ea38a7358e8752aa9980,2,3,9181
sui-fra,spomp,187.121.167.177,1d3533473747867f5ae2e667e469e9838feaeff0,1,1,9182
arg-bos,spomp,179.253.148.148,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9183
jap-gre,spomp,191.182.57.167,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,2,6,9184
ale-alg,riomp,179.124.3.220,8a56767dccf0081b1ef611bca52a59e371f28c8e,1,2,9185
gha-usa,riomp,177.40.220.41,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9186
bel-alg,spomp,179.153.247.10,219460d9be7caff720d11a53a01f58926d706c0c,1,1,9187
spa-hol,riomp,179.178.230.156,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,9188
ger-por,spomp,187.35.69.82,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9189
jap-gre,riomp,177.182.137.116,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9190
aus-hol,riomp,187.44.35.114,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9191
mex-cam,spomp,177.46.128.34,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,2,3,9192
fra-ale,spomp,201.83.125.143,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9193
col-gre,spomp,177.39.133.8,1d7a5db3bfe0d67db519f4adb67fbd0a6fbae451,1,4,9194
aus-hol,spomp,177.129.203.76,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9195
col-mar,spomp,179.106.166.80,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,1,5,9196
bel-alg,spomp,189.90.198.233,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,9197
ita-cri,riomp,187.60.66.19,42c0f3ec36c50316595b48f030ecd30631f7da5f,5,6,9198
bra-col,spomp,186.254.45.188,4333488ba798b74ec37051100efa275682d92d1c,1,2,9199
bra-mex,spomp,179.119.58.209,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9200
bra-cro,riomp,177.193.142.242,2aefe6a4a5b36b50c601c7faae293ebcc1633a52,7,6,9201
ita-cri,spomp,200.206.77.6,5f7e79572e74227691c0791862541b2b730e2a17,1,4,9202
sui-fra,riomp,200.97.148.97,b2990bfa9e15fd2cc5b915281845342748fdabae,2,6,9203
spa-hol,spomp,177.131.144.17,0ef0623c76015a0985cda21e34a8eb498c546372,3,3,9204
cam-bra_cro-mex,riomp,201.22.137.5,a9660bb0ff694424cb86b10498a28bebfb050c73,1,7,9205
col-mar,spomp,187.6.116.91,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9206
ger-por,riomp,187.3.189.128,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,5,9207
gha-usa,riomp,201.76.175.66,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9208
uru-ing,spomp,189.115.81.20,2b37a1c9bb4ef4494c5d549b28f3e231639f526d,1,1,9209
spa-chi,riomp,189.123.53.234,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,3,2,9210
arg-ira,spomp,179.176.104.172,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9211
bra-hol,riomp,191.184.81.83,25b4bc11b70ec16579857c6320e8ce9b473968e8,3,2,9212
usa-por,riomp,177.135.219.77,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,9213
spa-hol,spomp,177.190.225.176,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,7,9214
bra-cro,riomp,187.126.78.174,ab9591d1bbbd6a90cafd4720c1838e9d181a40ba,2,6,9215
spa-hol,riomp,189.40.64.26,d25c9a4835bd0ddc9d76c713ee0754714969177d,2,2,9216
spa-chi,spomp,189.41.191.156,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9217
spa-hol,spomp,201.41.245.18,1688905d6b7437cd5c01be0f30d0e90ddfacd5f8,2,3,9218
arg-bel,spomp,200.198.118.137,4b4e7ff552142440214f219b752ac66fb32a30ea,1,2,9219
ira-nig,spomp,179.209.51.107,544e76865fe026d675949aa64b5825ab77981f9f,1,1,9220
bra-col,riomp,189.71.102.232,5384a8df7b1724880dcd2196684de136282c1954,1,2,9221
arg-sui,riomp,177.172.196.39,c20724d579b48ce48b0856157faaaa7871bf02f0,1,2,9222
spa-chi,riomp,189.67.76.238,8a56767dccf0081b1ef611bca52a59e371f28c8e,4,2,9223
aus-hol,spomp,200.170.127.211,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,2,3,9224
ira-nig,spomp,201.22.213.152,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,4,6,9225
spa-chi,spomp,200.239.131.254,894af19d7638770229799ae0b5cb49e0cc462309,13,3,9226
ira-nig,riomp,177.108.224.184,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9227
spa-chi,spomp,186.210.209.183,b2990bfa9e15fd2cc5b915281845342748fdabae,1,5,9228
sui-fra,riomp,187.23.182.204,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,7,9229
ger-por,riomp,187.79.53.22,b2990bfa9e15fd2cc5b915281845342748fdabae,1,5,9230
eng-ita,riomp,187.26.136.212,56c3235fdf5dbfffe5dc6e25cbda27fd11fd8013,1,2,9231
arg-bos,spomp,177.35.184.164,894af19d7638770229799ae0b5cb49e0cc462309,3,6,9232
mex-cam,spomp,200.198.76.130,e2ded4b53e02d12525db7667220e41e596a85cec,3,3,9233
spa-chi,spomp,200.160.255.208,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,9234
ger-por,riomp,187.92.162.2,410ae57fe612a7c0494384bb303070349b21a92a,1,4,9235
spa-hol,riomp,200.230.71.19,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,9236
col-mar,spomp,186.194.182.230,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,9237
spa-chi,spomp,189.89.220.135,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,9238
spa-hol,spomp,177.41.79.168,894af19d7638770229799ae0b5cb49e0cc462309,3,6,9239
aus-hol,riomp,187.64.48.34,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9240
ger-por,riomp,200.130.153.1,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,9241
bel-alg,riomp,177.192.239.208,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9242
aus-spa_hol-chi,spomp,187.6.80.44,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9243
sui-equ,riomp,177.17.108.117,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,9244
ale-arg,spomp,186.215.148.61,4b4e7ff552142440214f219b752ac66fb32a30ea,7,2,9245
nig-bos,riomp,187.65.213.93,4c557768f576f57d27e0316f95ee3a0168c672f0,6,6,9246
spa-chi,riomp,170.61.198.68,2307265f90098b359841da55a913ea329447e5fb,1,7,9247
aus-spa_hol-chi,spomp,189.120.49.235,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9248
ger-por,spomp,187.11.237.203,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,3,3,9249
arg-bos,riomp,152.232.218.192,09eddba4d3c6edb19fb93854255cb64fba47394a,3,2,9250
ale-alg,spomp,201.55.56.124,42964ef86cc3b1cc0b86e555f242ce565a9c7141,1,4,9251
bel-alg,riomp,189.42.27.51,0c23be10f10bd3a9a7832ad683534801ee546a89,2,3,9252
bra-hol,spomp,189.96.217.97,8a56767dccf0081b1ef611bca52a59e371f28c8e,1,2,9253
ger-por,riomp,187.123.214.174,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9254
hol-arg,spomp,179.247.138.112,4b723bc76078b472150c2549ad9db4013d41da21,1,2,9255
ira-nig,spomp,177.101.105.95,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9256
mar-jap,riomp,187.12.123.230,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9257
aus-hol,riomp,191.179.161.22,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9258
sui-equ,spomp,201.95.68.14,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,5,9259
spa-hol,riomp,187.16.111.59,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,2,6,9260
bra-mex,riomp,179.192.84.65,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9261
ira-nig,riomp,179.182.113.172,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9262
spa-chi,riomp,187.104.46.109,894af19d7638770229799ae0b5cb49e0cc462309,3,3,9263
arg-ira,spomp,179.165.42.205,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9264
sko-alg,spomp,201.67.242.78,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,2,6,9265
cam-cro,spomp,201.22.7.112,ce3c60523b86e26e2d64a1d55023cd73d6e69d3d,3,6,9266
gha-usa,spomp,177.66.30.100,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,9267
uru-ing,riomp,187.14.154.137,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,9268
sui-fra,riomp,150.165.240.10,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9269
aus-hol,spomp,177.106.156.208,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,9270
uru-cri,riomp,177.17.105.198,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9271
spa-hol,spomp,191.58.33.250,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,1,2,9272
fra-hon,riomp,177.193.74.157,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,9273
aus-spa_hol-chi,riomp,189.20.223.162,5c47ea9824fd15facaf4ae949c4ee5fe3d01a805,1,7,9274
ita-cri,spomp,191.228.163.131,8a56767dccf0081b1ef611bca52a59e371f28c8e,1,2,9275
spa-hol,riomp,177.99.36.196,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9276
aus-hol,spomp,201.25.202.20,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9277
col-mar,spomp,177.132.9.66,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,7,9278
arg-bos,spomp,189.68.166.208,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9279
hol-cri,spomp,177.212.193.88,4b4e7ff552142440214f219b752ac66fb32a30ea,1,2,9280
ira-nig,spomp,201.48.62.1,d304b5286ed9eea23255c128b19f885557138b7c,2,6,9281
ger-por,spomp,177.32.60.5,db3782434708aa0c75d65ff9ec2c35f748542795,1,5,9282
spa-chi,riomp,177.177.144.165,1688905d6b7437cd5c01be0f30d0e90ddfacd5f8,1,7,9283
ger-por,spomp,177.99.101.152,8ab4544020e32913967bdcf9deb7e30c7875bc73,2,3,9284
bel-alg,spomp,179.153.244.140,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9285
ita-cri,spomp,187.2.242.104,42c0f3ec36c50316595b48f030ecd30631f7da5f,6,6,9286
arg-sui,spomp,177.160.190.244,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9287
col-mar,riomp,189.32.45.119,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,9288
spa-hol,spomp,191.243.25.60,00a5b896d844250458fa4e246d40fa328596e034,1,7,9289
rus-sko,spomp,201.26.186.227,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9290
spa-chi,riomp,177.130.148.56,2dcf1dc39737c6f8bd986686dff80cb99839ec78,2,3,9291
ale-arg,spomp,186.236.179.243,3de8c0c29140e405b61b33ef623956fdbf292c4b,1,2,9292
aus-hol,spomp,187.94.171.66,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9293
hol-cri,spomp,189.18.115.50,37bdd4012d6928efb02528d6cb46db9af5f244f0,1,2,9294
arg-bos,spomp,187.18.122.75,a9660bb0ff694424cb86b10498a28bebfb050c73,2,6,9295
spa-chi,riomp,191.187.140.136,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,5,9296
spa-hol,spomp,189.39.24.33,cb060b016d74291d044195769b0b72a6e3fe94d3,2,3,9297
spa-hol,riomp,187.127.214.141,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,9298
spa-chi,spomp,187.95.92.222,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,9299
hon-equ,riomp,200.199.123.107,edd71802b12c7171623f7c88c0093d8887e42f21,1,2,9300
col-mar,spomp,177.206.104.151,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9301
bra-cro,spomp,201.25.54.124,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,9302
aus-hol,riomp,201.59.11.243,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9303
spa-chi,riomp,179.210.152.154,a9660bb0ff694424cb86b10498a28bebfb050c73,1,5,9304
usa-por,riomp,189.13.101.87,894af19d7638770229799ae0b5cb49e0cc462309,1,7,9305
ger-por,riomp,177.17.255.84,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9306
bra-mex,spomp,201.88.69.38,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,9307
mex-cam,riomp,200.129.150.3,739498a121e4d70c036106975179a5b0319bda1c,2,6,9308
jap-gre,riomp,179.156.210.143,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,7,9309
usa-por,spomp,177.220.185.15,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9310
cam-bra_cro-mex,spomp,191.248.97.33,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9311
spa-chi,spomp,187.113.249.193,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,7,9312
aus-spa_hol-chi,spomp,201.27.34.40,b32c0a64e512b031de44fb8f740f85b6ad98365d,1,5,9313
mex-cam,riomp,189.63.227.89,219460d9be7caff720d11a53a01f58926d706c0c,2,6,9314
bra-hol,riomp,187.90.189.110,e53ee76453d29deae39beda6490b9d0ca751943c,1,2,9315
uru-cri,spomp,187.110.160.200,e8d8fd74209cf056a34f1a1986f87bc12cde919a,1,4,9316
usa-por,riomp,201.9.9.16,6179d9eb08e3093f2f81ca10728a7efffb2f61ac,1,1,9317
cri-ing_ita-uru,spomp,179.227.115.102,c91a664078b9f83fde71dfb45bca400ca6214c17,1,2,9318
ita-cri,spomp,187.112.50.248,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9319
aus-hol,riomp,177.180.182.35,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,4,9320
gha-usa,spomp,179.181.92.105,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,7,9321
aus-spa_hol-chi,riomp,186.244.97.133,f649355a73758feaed760693a196c77573763a51,1,4,9322
gha-usa,riomp,189.101.243.254,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9323
sui-equ,riomp,189.25.107.218,bea6daff1f8b840b424cbd54635b553979db80e0,2,6,9324
cam-cro,riomp,177.43.25.34,894af19d7638770229799ae0b5cb49e0cc462309,2,6,9325
spa-hol,riomp,201.82.151.15,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,9326
uru-cri,spomp,179.129.50.96,edd71802b12c7171623f7c88c0093d8887e42f21,4,2,9327
cri-gre,riomp,189.67.9.133,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,1,2,9328
sui-fra,riomp,189.27.30.13,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9329
spa-chi,spomp,189.112.138.161,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,9330
spa-hol,riomp,177.64.65.183,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9331
aus-spa_hol-chi,riomp,191.179.233.151,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,2,3,9332
spa-hol,spomp,179.189.224.147,7a6ea9f61bf602d6fe98d83e821c6200081c5e66,1,1,9333
spa-hol,riomp,179.185.53.146,894af19d7638770229799ae0b5cb49e0cc462309,2,6,9334
cam-bra_cro-mex,spomp,173.14.142.113,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9335
bra-mex,spomp,201.14.2.33,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9336
ger-por,spomp,177.0.73.198,e43bd7cc84a7c1d7d5c86b0089d9bf06293efc99,1,7,9337
ale-alg,riomp,189.107.181.151,9e9e694de68080aba7d78773341c2ed4f1876488,1,2,9338
bel-alg,spomp,189.19.226.115,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,9339
ita-cri,spomp,177.133.91.182,39af37d86a703ef1ca43a29654a6a561b2eaccc1,1,4,9340
spa-hol,riomp,187.20.167.127,7a6ea9f61bf602d6fe98d83e821c6200081c5e66,1,7,9341
arg-bos,spomp,189.46.149.46,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,9342
aus-hol,spomp,191.255.251.116,72801ed0f3bca518aed1d82bba6a0712363942bf,1,1,9343
fra-ale,spomp,187.4.114.10,8a56767dccf0081b1ef611bca52a59e371f28c8e,1,2,9344
bra-cro,spomp,187.22.189.70,e8d8fd74209cf056a34f1a1986f87bc12cde919a,2,3,9345
ira-nig,spomp,177.23.64.246,1f8ba62ab6c996677e9d8409203d4e1b234dd22c,1,4,9346
ita-cri,riomp,189.45.144.160,4991a63a755c0a1f2acd6ac162d06058945efe42,1,1,9347
mex-cam,riomp,189.45.130.204,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,2,6,9348
chi-aus,spomp,189.110.196.103,f47345d62eccfffcc09fbbd4d309b9d289e1cfa8,1,2,9349
bel-usa,spomp,191.27.192.150,392ea862327c95dc9a663ce930f235638b9ddd19,1,4,9350
usa-por,riomp,191.247.228.167,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,4,2,9351
aus-spa_hol-chi,spomp,177.32.160.88,aa739e3aaaa1fbfc8667bb26120e9930df881a82,1,1,9352
col-mar,spomp,177.42.165.189,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,3,3,9353
aus-hol,spomp,179.180.233.117,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9354
hon-equ,spomp,177.92.43.157,894af19d7638770229799ae0b5cb49e0cc462309,1,1,9355
col-mar,riomp,201.80.22.85,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,9356
arg-bos,riomp,177.217.144.87,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,9357
fra-hon,riomp,200.97.174.186,894af19d7638770229799ae0b5cb49e0cc462309,1,4,9358
spa-chi,riomp,177.177.33.131,717fa8fdd171ac13c36304af1d615ee3c321e3ff,1,5,9359
aus-hol,riomp,189.87.159.25,6a1661efe3c936b49a6eb0b7dfec8b1990904244,3,3,9360
bel-alg,riomp,189.107.2.61,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,9361
spa-hol,spomp,179.208.226.218,1dc15bbe4368dd5e15b744f010e9de5109da1efe,3,6,9362
ger-por,spomp,186.232.43.18,894af19d7638770229799ae0b5cb49e0cc462309,2,3,9363
spa-hol,spomp,179.209.63.65,69353f2c9a2279766de7dccd14c58ac777244d81,1,7,9364
spa-chi,riomp,189.25.27.163,6a1661efe3c936b49a6eb0b7dfec8b1990904244,3,3,9365
rus-sko,spomp,189.46.57.207,1167f5c462dd313a160933896b45fffde28c9b20,1,4,9366
ita-cri,riomp,201.4.53.87,1f5c88191b2721269dcfc93df5e0841bcd00d25e,1,4,9367
aus-spa_hol-chi,spomp,191.248.206.215,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9368
eng-ita,riomp,189.48.6.79,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,3,6,9369
gha-usa,riomp,191.185.15.126,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,9370
spa-chi,riomp,186.207.88.148,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,9371
sui-equ,riomp,186.223.208.199,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,3,6,9372
sui-equ,spomp,191.199.174.29,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,9373
fra-hon,riomp,179.156.177.231,e90c3c5decc9950ba22487b8eb20e8abaee2905e,3,2,9374
arg-ira,riomp,189.40.16.201,219460d9be7caff720d11a53a01f58926d706c0c,2,6,9375
ger-por,spomp,177.139.233.67,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,9376
sui-equ,riomp,201.22.136.252,894af19d7638770229799ae0b5cb49e0cc462309,4,3,9377
eng-ita,riomp,179.159.146.48,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,9378
bra-cro,riomp,150.165.154.214,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,3,3,9379
ger-por,spomp,179.187.227.240,894af19d7638770229799ae0b5cb49e0cc462309,1,5,9380
bra-cro,riomp,177.133.5.229,e911c485f1aac2e6cf23d36964140c374fa62b2f,8,6,9381
uru-ing,spomp,200.150.174.123,726cc80fc4971c86570a638e7882a8a41fd953de,1,2,9382
ale-alg,riomp,179.16.75.123,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,2,2,9383
spa-chi,riomp,187.109.94.55,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,9384
spa-chi,spomp,187.55.69.47,e8d8fd74209cf056a34f1a1986f87bc12cde919a,1,4,9385
aus-spa_hol-chi,riomp,189.16.61.210,894af19d7638770229799ae0b5cb49e0cc462309,3,3,9386
aus-hol,riomp,189.124.163.195,2dcf1dc39737c6f8bd986686dff80cb99839ec78,1,4,9387
aus-hol,spomp,200.161.124.223,aa739e3aaaa1fbfc8667bb26120e9930df881a82,1,4,9388
arg-bel,spomp,177.139.196.204,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,9389
ira-nig,spomp,189.111.200.225,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,9390
